Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
L&S,Political Science, 370,201,"Heo,Uk",50,48,96.0%,3.093,10,9,6,12,3,1,3,,,,,3,1,,,1
L&S,Political Science, 370,Course Total,Course Total,50,48,96.0%,3.093,10,9,6,12,3,1,3,,,,,3,1,,,1
L&S,Political Science, 382,001,"Ferguson,Kennan R",24,23,95.8%,3.183,2,4,8,3,2,,,,,,,1,1,,,3
L&S,Political Science, 382,Course Total,Course Total,24,23,95.8%,3.183,2,4,8,3,2,,,,,,,1,1,,,3
L&S,Political Science, 386,001,"Ferguson,Kennan R",19,18,94.7%,2.956,1,4,1,6,,1,1,,,,,1,1,,1,2
L&S,Political Science, 386,Course Total,Course Total,19,18,94.7%,2.956,1,4,1,6,,1,1,,,,,1,1,,1,2
L&S,Political Science, 390,001,"Holbrook,Thomas M",44,27,61.4%,2.914,6,5,4,2,2,2,1,3,,,,2,9,,,
L&S,Political Science, 390,Course Total,Course Total,44,27,61.4%,2.914,6,5,4,2,2,2,1,3,,,,2,9,,,
L&S,Political Science, 417,001,"Pashak,Sara C",32,28,87.5%,3.136,9,2,3,6,3,,1,,1,2,,,,,,1
L&S,Political Science, 417,Course Total,Course Total,32,28,87.5%,3.136,9,2,3,6,3,,1,,1,2,,,,,,1
L&S,Political Science, 421,201,"Park,Hong Min",43,40,93.0%,2.975,14,3,7,4,3,2,,,,4,,3,2,,,
L&S,Political Science, 421,Course Total,Course Total,43,40,93.0%,2.975,14,3,7,4,3,2,,,,4,,3,2,,,
L&S,Political Science, 426,001,"Park,Hong Min",13,13,100.0%,3.565,5,4,1,2,,1,,,,,,,,,,
L&S,Political Science, 426,Course Total,Course Total,13,13,100.0%,3.565,5,4,1,2,,1,,,,,,,,,,
L&S,Political Science, 471,001,"Pashak,Sara C",17,16,94.1%,2.511,1,2,2,2,2,1,2,,1,,1,1,1,,,1
L&S,Political Science, 471,Course Total,Course Total,17,16,94.1%,2.511,1,2,2,2,2,1,2,,1,,1,1,1,,,1
L&S,Political Science, 700,001,"Redd,Steven B",6,6,100.0%,3.113,,3,,1,1,,1,,,,,,,,,
L&S,Political Science, 700,Course Total,Course Total,6,6,100.0%,3.113,,3,,1,1,,1,,,,,,,,,
L&S,Political Science, 701,001,"Kraft,Patrick W",9,9,100.0%,3.409,3,4,,,,1,,1,,,,,,,,
L&S,Political Science, 701,Course Total,Course Total,9,9,100.0%,3.409,3,4,,,,1,,1,,,,,,,,
L&S,Political Science, 750,001,"Holbrook,Thomas M",10,9,90.0%,3.668,6,2,,,,,,1,,,,,,,,
L&S,Political Science, 750,Course Total,Course Total,10,9,90.0%,3.668,6,2,,,,,,1,,,,,,,,
L&S,Political Science, 818,001,"Horowitz,Shale A",9,9,100.0%,3.927,7,2,,,,,,,,,,,,,,
L&S,Political Science, 818,Course Total,Course Total,9,9,100.0%,3.927,7,2,,,,,,,,,,,,,,
L&S,Political Science, 975,001,"Reuter,Ora John E",7,7,100.0%,3.859,4,3,,,,,,,,,,,,,,
L&S,Political Science, 975,Course Total,Course Total,7,7,100.0%,3.859,4,3,,,,,,,,,,,,,,
L&S,Portuguese, 103,001,"Antunes,Susana Maria",16,13,81.3%,3.849,9,1,,,1,,,,,,,,2,,,2
L&S,Portuguese, 103,Course Total,Course Total,16,13,81.3%,3.849,9,1,,,1,,,,,,,,2,,,2
L&S,Portuguese, 203,001,"Antunes,Susana Maria",8,7,87.5%,3.734,2,2,1,,,,,,,,,,1,,,2
L&S,Portuguese, 203,Course Total,Course Total,8,7,87.5%,3.734,2,2,1,,,,,,,,,,1,,,2
L&S,Portuguese, 360,001,"Antunes,Susana Maria",18,18,100.0%,4.000,18,,,,,,,,,,,,,,,
L&S,Portuguese, 360,Course Total,Course Total,18,18,100.0%,4.000,18,,,,,,,,,,,,,,,
L&S,Psychology, 101,001,"Lenz,Peter W",186,182,97.8%,2.916,44,27,18,25,19,15,9,3,6,4,,12,3,,,
L&S,Psychology, 101,002,"Smith,Kristin D",258,244,94.6%,2.674,43,27,29,26,26,25,21,8,6,15,1,17,11,,,
L&S,Psychology, 101,003,"Lenz,Peter W",301,289,96.0%,2.970,84,38,33,39,23,16,15,3,10,7,3,18,9,,,
L&S,Psychology, 101,004,"Kienzler,Sarah Elizabeth",279,268,96.1%,2.838,68,20,38,34,23,13,27,13,6,3,4,17,6,,,2
L&S,Psychology, 101,205,"Frick,Karyn M",80,77,96.3%,3.272,26,16,11,7,4,6,1,1,,,,4,2,1,,
L&S,Psychology, 101,206,"Lee,Han Joo",85,75,88.2%,2.324,12,7,11,5,4,6,7,4,1,1,2,15,4,,,
L&S,Psychology, 101,Course Total,Course Total,"1,189","1,135",95.5%,2.844,277,135,140,136,99,81,80,32,29,30,10,83,35,1,,2
L&S,Psychology, 193,001,"Davies,William H",13,13,100.0%,3.975,12,1,,,,,,,,,,,,,,
L&S,Psychology, 193,Course Total,Course Total,13,13,100.0%,3.975,12,1,,,,,,,,,,,,,,
L&S,Psychology, 205,202,"Osmon,David C",91,82,90.1%,3.180,31,20,7,8,4,1,1,,,1,,9,3,,,
L&S,Psychology, 205,401,"Merritt,Marcellus M",145,139,95.9%,3.314,65,19,19,7,5,6,5,2,3,2,,6,3,,,
L&S,Psychology, 205,Course Total,Course Total,236,221,93.6%,3.264,96,39,26,15,9,7,6,2,3,3,,15,6,,,
L&S,Psychology, 210,201,"Pfeiffer,Heidi Marie",49,46,93.9%,2.775,13,,4,6,9,4,1,2,3,1,1,2,1,,,
L&S,Psychology, 210,402,"Kunz,Jennifer Kh",147,136,92.5%,2.387,20,12,8,14,14,14,14,9,11,1,5,14,7,,,
L&S,Psychology, 210,Course Total,Course Total,196,182,92.9%,2.485,33,12,12,20,23,18,15,11,14,2,6,16,8,,,
L&S,Psychology, 214,201,"Cahill,Shawn P",38,36,94.7%,2.704,6,4,2,6,6,4,3,1,,1,,3,,,,
L&S,Psychology, 214,Course Total,Course Total,38,36,94.7%,2.704,6,4,2,6,6,4,3,1,,1,,3,,,,
L&S,Psychology, 230,201,"Kunz,Jennifer Kh",76,72,94.7%,2.732,18,10,5,12,5,7,,1,1,2,1,10,3,,,
L&S,Psychology, 230,Course Total,Course Total,76,72,94.7%,2.732,18,10,5,12,5,7,,1,1,2,1,10,3,,,
L&S,Psychology, 254,202,"Shin,Maeng-Sik",81,77,95.1%,2.860,11,5,21,8,5,19,2,1,,,1,4,1,,,
L&S,Psychology, 254,401,"Moyer,James R",193,185,95.9%,2.521,36,11,23,25,16,7,18,7,8,11,3,20,6,,,
L&S,Psychology, 254,Course Total,Course Total,274,262,95.6%,2.620,47,16,44,33,21,26,20,8,8,11,4,24,7,,,
L&S,Psychology, 260,202,"Schwarz,Gregor Nathanael",70,68,97.1%,3.125,26,7,5,8,8,3,2,1,2,1,2,2,2,,,1
L&S,Psychology, 260,401,"Smith,Kristin D",134,130,97.0%,2.778,25,17,15,23,11,8,11,2,2,1,,14,3,,,1
L&S,Psychology, 260,Course Total,Course Total,204,198,97.1%,2.896,51,24,20,31,19,11,13,3,4,2,2,16,5,,,2
L&S,Psychology, 319,001,"Payne,Kristen L",38,37,97.4%,2.787,7,1,4,9,4,2,3,3,,2,,1,1,,,1
L&S,Psychology, 319,Course Total,Course Total,38,37,97.4%,2.787,7,1,4,9,4,2,3,3,,2,,1,1,,,1
L&S,Psychology, 320,401,"Kunz,Jennifer Kh",140,138,98.6%,3.443,58,25,16,16,9,2,7,1,1,1,,1,1,,,1
L&S,Psychology, 320,Course Total,Course Total,140,138,98.6%,3.443,58,25,16,16,9,2,7,1,1,1,,1,1,,,1
L&S,Psychology, 325,202,"Lenz,Peter W",52,48,92.3%,3.135,18,4,2,11,3,3,1,2,,,1,2,4,,,1
L&S,Psychology, 325,401,"Lima,Susan D",108,102,94.4%,3.040,23,24,6,11,12,11,6,3,1,1,,4,4,,,
L&S,Psychology, 325,Course Total,Course Total,160,150,93.8%,3.070,41,28,8,22,15,14,7,5,1,1,1,6,8,,,1
L&S,Psychology, 407,201,"Ridley,Robyn C",130,126,96.9%,2.669,18,13,21,18,10,9,13,2,7,5,2,8,2,,,
L&S,Psychology, 407,Course Total,Course Total,130,126,96.9%,2.669,18,13,21,18,10,9,13,2,7,5,2,8,2,,,
L&S,Psychology, 412,001,"Stark,Gary J",138,137,99.3%,3.056,49,18,14,11,7,7,10,4,7,3,,6,,,1,
L&S,Psychology, 412,202,"Ridley,Robyn C",141,132,93.6%,3.480,65,24,14,15,3,,2,1,4,,1,3,1,,,
L&S,Psychology, 412,Course Total,Course Total,279,269,96.4%,3.265,114,42,28,26,10,7,12,5,11,3,1,9,1,,1,
L&S,Psychology, 433,001,"Smith,Kristin D",56,53,94.6%,3.220,18,8,6,8,2,5,2,1,2,,,1,1,,,
L&S,Psychology, 433,Course Total,Course Total,56,53,94.6%,3.220,18,8,6,8,2,5,2,1,2,,,1,1,,,
L&S,Psychology, 454,001,"Lisdahl,Krista M",69,68,98.6%,3.123,9,15,11,13,7,7,4,1,,1,,,,,,
L&S,Psychology, 454,Course Total,Course Total,69,68,98.6%,3.123,9,15,11,13,7,7,4,1,,1,,,,,,
L&S,Psychology, 502,201,"Waite,Mindy R",23,22,95.7%,3.320,3,9,2,5,1,,1,1,,,,,1,,,
L&S,Psychology, 502,Course Total,Course Total,23,22,95.7%,3.320,3,9,2,5,1,,1,1,,,,,1,,,
L&S,Psychology, 503,001,"Lenz,Peter W",61,58,95.1%,3.087,18,10,4,7,7,3,3,2,,1,,3,,,,
L&S,Psychology, 503,Course Total,Course Total,61,58,95.1%,3.087,18,10,4,7,7,3,3,2,,1,,3,,,,
L&S,Psychology, 510,401,"Nelson,Alese Marie",34,34,100.0%,3.598,23,2,3,1,1,1,2,,,1,,,,,,
L&S,Psychology, 510,Course Total,Course Total,34,34,100.0%,3.598,23,2,3,1,1,1,2,,,1,,,,,,
L&S,Psychology, 550,201,"Osmon,David C",106,102,96.2%,3.210,31,29,11,9,5,6,,2,2,,,7,2,,,
L&S,Psychology, 550,Course Total,Course Total,106,102,96.2%,3.210,31,29,11,9,5,6,,2,2,,,7,2,,,
L&S,Psychology, 555,001,"Stark,Gary J",64,60,93.8%,3.011,17,8,10,4,7,3,3,1,2,2,,3,2,,,
L&S,Psychology, 555,Course Total,Course Total,64,60,93.8%,3.011,17,8,10,4,7,3,3,1,2,2,,3,2,,,
L&S,Psychology, 611,001,"Swain,Rodney A",27,24,88.9%,2.555,6,3,2,3,1,3,,,,1,,5,2,,,
L&S,Psychology, 611,Course Total,Course Total,27,24,88.9%,2.555,6,3,2,3,1,3,,,,1,,5,2,,,
L&S,Psychology, 623,201,"Greenberg,Adam S",22,18,81.8%,2.921,3,1,5,1,1,4,,1,,,1,,3,,,1
L&S,Psychology, 623,Course Total,Course Total,22,18,81.8%,2.921,3,1,5,1,1,4,,1,,,1,,3,,,1
L&S,Psychology, 654,202,"Swain,Rodney A",20,19,95.0%,2.876,7,,3,3,,2,1,,,1,,2,,,,
L&S,Psychology, 654,401,"Driscoll,Ira",19,19,100.0%,2.877,5,,1,7,3,1,,,,,,2,,,,
L&S,Psychology, 654,Course Total,Course Total,39,38,97.4%,2.877,12,,4,10,3,3,1,,,1,,4,,,,
L&S,Psychology, 660,201,"Davies,William H",49,44,89.8%,3.145,16,2,9,5,1,,1,1,,,,4,3,,,5
L&S,Psychology, 660,Course Total,Course Total,49,44,89.8%,3.145,16,2,9,5,1,,1,1,,,,4,3,,,5
L&S,Psychology, 677,401,"Kunz,Jennifer Kh",26,26,100.0%,3.487,13,5,4,2,,,,,,1,,1,,,,
L&S,Psychology, 677,Course Total,Course Total,26,26,100.0%,3.487,13,5,4,2,,,,,,1,,1,,,,
L&S,Psychology, 711,002,"Davies,William H",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Psychology, 711,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Psychology, 712,001,"Cahill,Shawn P",8,8,100.0%,4.000,8,,,,,,,,,,,,,,,
L&S,Psychology, 712,Course Total,Course Total,8,8,100.0%,4.000,8,,,,,,,,,,,,,,,
L&S,Psychology, 741,002,"Klein-Tasman,Bonita P",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Psychology, 741,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Psychology, 811,001,"Ridley,Robyn C",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Psychology, 811,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Psychology, 815,001,"Lisdahl,Krista M",11,11,100.0%,4.000,11,,,,,,,,,,,,,,,
L&S,Psychology, 815,Course Total,Course Total,11,11,100.0%,4.000,11,,,,,,,,,,,,,,,
L&S,Psychology, 821,001,"Smith,Kristin D",7,7,100.0%,4.000,4,,,,,,,,,,,,,,,3
L&S,Psychology, 821,Course Total,Course Total,7,7,100.0%,4.000,4,,,,,,,,,,,,,,,3
L&S,Psychology, 831,001,"Lee,Han Joo",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Psychology, 831,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Psychology, 854,001,"Driscoll,Ira",22,21,95.5%,3.934,17,2,1,,,,,,,,,,,,,1
L&S,Psychology, 854,Course Total,Course Total,22,21,95.5%,3.934,17,2,1,,,,,,,,,,,,,1
L&S,Psychology, 930,001,"Merritt,Marcellus M",13,13,100.0%,4.000,13,,,,,,,,,,,,,,,
L&S,Psychology, 930,Course Total,Course Total,13,13,100.0%,4.000,13,,,,,,,,,,,,,,,
L&S,Public Administration, 461,001,"Letteney,Scott Robert",10,10,100.0%,3.768,6,3,,,1,,,,,,,,,,,
L&S,Public Administration, 461,Course Total,Course Total,10,10,100.0%,3.768,6,3,,,1,,,,,,,,,,,
L&S,Public Administration, 630,001,"Kreklow,Steven Robert",23,23,100.0%,3.638,10,5,5,2,1,,,,,,,,,,,
L&S,Public Administration, 630,Course Total,Course Total,23,23,100.0%,3.638,10,5,5,2,1,,,,,,,,,,,
L&S,Public Administration, 750,002,"Henschel,Edmund M",11,10,90.9%,3.867,8,1,,1,,,,,,,,,,,,
L&S,Public Administration, 750,Course Total,Course Total,11,10,90.9%,3.867,8,1,,1,,,,,,,,,,,,
L&S,Public Administration, 763,001,"Ihrke,Douglas M",9,8,88.9%,3.959,7,1,,,,,,,,,,,,,,
L&S,Public Administration, 763,Course Total,Course Total,9,8,88.9%,3.959,7,1,,,,,,,,,,,,,,
L&S,Public Administration, 792,001,"Cleveland,William",8,8,100.0%,3.959,7,1,,,,,,,,,,,,,,
L&S,Public Administration, 792,Course Total,Course Total,8,8,100.0%,3.959,7,1,,,,,,,,,,,,,,
L&S,Religious Studies, 101,001,"Divalerio,David M",47,44,93.6%,2.568,5,1,8,17,1,,4,,,1,,7,2,,,
L&S,Religious Studies, 101,Course Total,Course Total,47,44,93.6%,2.568,5,1,8,17,1,,4,,,1,,7,2,,,
L&S,Religious Studies, 250,001,"Williams,Demetrius K",13,12,92.3%,3.251,,4,3,3,2,,,,,,,,1,,,
L&S,Religious Studies, 250,Course Total,Course Total,13,12,92.3%,3.251,,4,3,3,2,,,,,,,,1,,,
L&S,Russian, 101,001,"Familiant,Nina",12,10,83.3%,3.408,6,,,1,1,,,,,1,,,,1,,
L&S,Russian, 101,002,"Murphy-lee,Meghan",13,12,92.3%,3.583,6,2,1,2,,1,,,,,,,1,,,
L&S,Russian, 101,Course Total,Course Total,25,22,88.0%,3.508,12,2,1,3,1,1,,,,1,,,1,1,,
L&S,Russian, 201,001,"Familiant,Nina",11,8,72.7%,3.334,4,,,,2,,1,,,,,,2,,,1
L&S,Russian, 201,Course Total,Course Total,11,8,72.7%,3.334,4,,,,2,,1,,,,,,2,,,1
L&S,Russian, 245,001,"Familiant,Nina",26,23,88.5%,3.408,7,3,1,4,1,1,1,,,,,,2,,,5
L&S,Russian, 245,Course Total,Course Total,26,23,88.5%,3.408,7,3,1,4,1,1,1,,,,,,2,,,5
L&S,Russian, 260,001,"Murphy-lee,Meghan",11,11,100.0%,3.168,4,3,,1,,,,1,,,,1,,,,1
L&S,Russian, 260,Course Total,Course Total,11,11,100.0%,3.168,4,3,,1,,,,1,,,,1,,,,1
L&S,Russian, 391,001,"Peschio,Joseph D",9,8,88.9%,3.143,2,1,,2,,1,1,,,,,,1,,,1
L&S,Russian, 391,Course Total,Course Total,9,8,88.9%,3.143,2,1,,2,,1,1,,,,,,1,,,1
L&S,Scandinavian Studies, 101,201,"Lundback,Veronica",13,12,92.3%,3.767,6,2,1,1,,,,,,,,,1,,,2
L&S,Scandinavian Studies, 101,Course Total,Course Total,13,12,92.3%,3.767,6,2,1,1,,,,,,,,,1,,,2
L&S,Scandinavian Studies, 192,001,"Lundback,Veronica",19,18,94.7%,3.186,8,5,1,1,,,,,,,1,2,,,,
L&S,Scandinavian Studies, 192,Course Total,Course Total,19,18,94.7%,3.186,8,5,1,1,,,,,,,1,2,,,,
L&S,Sociology, 101,001,"O'Brien,Timothy L",200,191,95.5%,2.557,29,22,27,20,17,9,20,8,11,4,5,19,9,,,
L&S,Sociology, 101,002,"Redding,Kent T",214,200,93.5%,2.459,33,19,17,29,14,15,15,19,3,7,2,27,6,,,
L&S,Sociology, 101,203,"Jordan,Jennifer A",159,148,93.1%,2.644,64,14,5,5,4,8,3,4,4,1,2,33,6,,,1
L&S,Sociology, 101,Course Total,Course Total,573,539,94.1%,2.544,126,55,49,54,35,32,38,31,18,12,9,79,21,,,1
L&S,Sociology, 102,401,"Costello,Cary Gabriel",75,70,93.3%,2.933,16,8,13,7,8,1,5,3,2,2,2,2,3,,1,
L&S,Sociology, 102,Course Total,Course Total,75,70,93.3%,2.933,16,8,13,7,8,1,5,3,2,2,2,2,3,,1,
L&S,Sociology, 103,001,"Dorshorst,Emily Joo",50,49,98.0%,2.715,14,6,3,4,5,3,1,5,1,1,,6,1,,,
L&S,Sociology, 103,Course Total,Course Total,50,49,98.0%,2.715,14,6,3,4,5,3,1,5,1,1,,6,1,,,
L&S,Sociology, 104,001,"Beaumier,Theresa Mary",35,33,94.3%,2.900,7,6,2,4,7,,2,1,2,,,2,2,,,
L&S,Sociology, 104,Course Total,Course Total,35,33,94.3%,2.900,7,6,2,4,7,,2,1,2,,,2,2,,,
L&S,Sociology, 224,001,"Baran,Stephanie M",39,34,87.2%,3.550,9,17,1,2,,1,,,,,,1,3,,,3
L&S,Sociology, 224,Course Total,Course Total,39,34,87.2%,3.550,9,17,1,2,,1,,,,,,1,3,,,3
L&S,Sociology, 235,001,"Yin,Yi",35,34,97.1%,2.803,8,3,8,1,2,3,3,1,2,,,3,1,,,
L&S,Sociology, 235,Course Total,Course Total,35,34,97.1%,2.803,8,3,8,1,2,3,3,1,2,,,3,1,,,
L&S,Sociology, 241,001,"Lashua,Derrick Walten",35,35,100.0%,3.461,9,8,8,5,4,,,,,,,,,,,1
L&S,Sociology, 241,Course Total,Course Total,35,35,100.0%,3.461,9,8,8,5,4,,,,,,,,,,,1
L&S,Sociology, 246,001,"Jackson,Kenneth Evans",39,36,92.3%,2.892,11,4,1,7,1,3,2,1,,,,4,,,,2
L&S,Sociology, 246,Course Total,Course Total,39,36,92.3%,2.892,11,4,1,7,1,3,2,1,,,,4,,,,2
L&S,Sociology, 260,201,"Chesley,Noelle A",41,37,90.2%,3.072,9,6,5,6,4,2,2,1,,,,2,2,,,
L&S,Sociology, 260,Course Total,Course Total,41,37,90.2%,3.072,9,6,5,6,4,2,2,1,,,,2,2,,,
L&S,Sociology, 261,201,"Bryan,Alexander Vincent",35,27,77.1%,2.889,6,5,3,3,2,2,2,,2,,,2,4,,,
L&S,Sociology, 261,402,"Roberts,Aki",91,89,97.8%,3.172,34,12,8,10,8,5,4,,2,2,,4,2,,,
L&S,Sociology, 261,Course Total,Course Total,126,116,92.1%,3.106,40,17,11,13,10,7,6,,4,2,,6,6,,,
L&S,Sociology, 323,201,"Velez,William",36,33,91.7%,2.617,1,6,4,5,5,4,2,2,1,,1,2,1,,,
L&S,Sociology, 323,Course Total,Course Total,36,33,91.7%,2.617,1,6,4,5,5,4,2,2,1,,1,2,1,,,
L&S,Sociology, 325,001,"Paniagua Guzman,Antonio",36,32,88.9%,3.021,10,9,4,,1,1,,1,2,1,,3,3,,,
L&S,Sociology, 325,Course Total,Course Total,36,32,88.9%,3.021,10,9,4,,1,1,,1,2,1,,3,3,,,
L&S,Sociology, 330,201,"Britton,Marcus L",40,34,85.0%,2.372,3,4,6,4,3,4,,1,,3,,6,2,,,
L&S,Sociology, 330,Course Total,Course Total,40,34,85.0%,2.372,3,4,6,4,3,4,,1,,3,,6,2,,,
L&S,Sociology, 331,001,"Campos-Castillo,Celeste",33,33,100.0%,2.515,6,5,2,4,1,4,,3,2,1,2,3,,,,
L&S,Sociology, 331,Course Total,Course Total,33,33,100.0%,2.515,6,5,2,4,1,4,,3,2,1,2,3,,,,
L&S,Sociology, 338,001,"Campos-Castillo,Celeste",26,26,100.0%,2.886,7,4,3,1,7,,,,,,1,3,,,,
L&S,Sociology, 338,Course Total,Course Total,26,26,100.0%,2.886,7,4,3,1,7,,,,,,1,3,,,,
L&S,Sociology, 341,001,"Jackson,Kenneth Evans",39,33,84.6%,2.626,2,6,1,8,3,3,2,2,2,1,1,1,3,,,1
L&S,Sociology, 341,Course Total,Course Total,39,33,84.6%,2.626,2,6,1,8,3,3,2,2,2,1,1,1,3,,,1
L&S,Sociology, 343,001,"Redding,Kent T",38,34,89.5%,2.723,5,3,2,7,6,1,1,,1,,2,2,1,,,4
L&S,Sociology, 343,Course Total,Course Total,38,34,89.5%,2.723,5,3,2,7,6,1,1,,1,,2,2,1,,,4
L&S,Sociology, 361,001,"Chesley,Noelle A",33,29,87.9%,3.092,5,5,5,6,3,2,2,,,,,1,2,,,
L&S,Sociology, 361,Course Total,Course Total,33,29,87.9%,3.092,5,5,5,6,3,2,2,,,,,1,2,,,
L&S,Sociology, 375,201,"Gauchat,Gordon W",41,37,90.2%,2.964,11,6,3,5,3,2,1,,1,2,1,2,,,,
L&S,Sociology, 375,Course Total,Course Total,41,37,90.2%,2.964,11,6,3,5,3,2,1,,1,2,1,2,,,,
L&S,Sociology, 376,001,"Baran,Stephanie M",19,15,78.9%,3.862,8,3,1,,,,,,,,,,4,,,3
L&S,Sociology, 376,Course Total,Course Total,19,15,78.9%,3.862,8,3,1,,,,,,,,,,4,,,3
L&S,Sociology, 380,001,"Jordan,Jennifer A",15,15,100.0%,3.711,13,1,,,,,,,,,,1,,,,
L&S,Sociology, 380,Course Total,Course Total,15,15,100.0%,3.711,13,1,,,,,,,,,,1,,,,
L&S,Sociology, 444,001,"Costello,Cary Gabriel",31,30,96.8%,3.449,11,7,4,4,1,1,,,,,,1,,,,1
L&S,Sociology, 444,Course Total,Course Total,31,30,96.8%,3.449,11,7,4,4,1,1,,,,,,1,,,,1
L&S,Sociology, 461,401,"Roberts,Aki",11,10,90.9%,3.816,5,3,1,,,,,,,,,,1,,,1
L&S,Sociology, 461,Course Total,Course Total,11,10,90.9%,3.816,5,3,1,,,,,,,,,,1,,,1
L&S,Sociology, 750,001,"O'Brien,Timothy L",6,6,100.0%,3.600,2,1,1,1,,,,,,,,,,,,1
L&S,Sociology, 750,Course Total,Course Total,6,6,100.0%,3.600,2,1,1,1,,,,,,,,,,,,1
L&S,Sociology, 910,001,"Britton,Marcus L",15,15,100.0%,3.667,12,1,1,,,,,,,,,1,,,,
L&S,Sociology, 910,Course Total,Course Total,15,15,100.0%,3.667,12,1,1,,,,,,,,,1,,,,
L&S,Sociology, 928,001,"Aneesh,Aneesh",9,9,100.0%,3.959,7,1,,,,,,,,,,,,,,1
L&S,Sociology, 928,Course Total,Course Total,9,9,100.0%,3.959,7,1,,,,,,,,,,,,,,1
L&S,Sociology, 982,401,"Roberts,John M",7,7,100.0%,3.239,1,1,1,3,1,,,,,,,,,,,
L&S,Sociology, 982,Course Total,Course Total,7,7,100.0%,3.239,1,1,1,3,1,,,,,,,,,,,
L&S,Spanish, 103,001,"Martinez-Geijo Roman,Laura",18,15,83.3%,2.488,2,,4,2,,2,1,2,,,,2,1,,,
L&S,Spanish, 103,002,"Zelada Pierrend,Manuel Andres",18,14,77.8%,2.095,2,,,2,,3,2,2,,1,,2,1,,,
L&S,Spanish, 103,004,"Zelada Pierrend,Manuel Andres",16,16,100.0%,2.041,1,2,2,1,,3,1,1,,1,,4,,,,
L&S,Spanish, 103,005,"Libbey,Allison J",19,16,84.2%,2.733,,3,1,5,,1,4,,1,,,,,,,1
L&S,Spanish, 103,006,"Martin Perez,Leire",20,15,75.0%,2.043,,,,2,2,5,1,1,3,,,1,4,,,
L&S,Spanish, 103,007,"Ferrer Luna De Toledo,Joaquim",18,16,88.9%,2.479,2,3,1,3,1,2,,,,1,,3,2,,,
L&S,Spanish, 103,008,"Martin Perez,Leire",18,15,83.3%,2.200,,1,2,2,1,2,3,2,,,,2,2,,,
L&S,Spanish, 103,009,"Ferrer Luna De Toledo,Joaquim",14,14,100.0%,2.619,2,3,1,1,,1,2,1,1,2,,,,,,
L&S,Spanish, 103,010,"Santos Quiroz,Ema Isabel",17,15,88.2%,2.799,2,,3,4,,3,1,1,1,,,,2,,,
L&S,Spanish, 103,011,"Zeise,Magaly",14,12,85.7%,2.941,1,3,,3,2,1,,,,,1,,2,,1,
L&S,Spanish, 103,012,"Santos Quiroz,Ema Isabel",15,11,73.3%,2.242,,1,3,2,,,1,1,1,,,2,3,,,
L&S,Spanish, 103,013,"Mueller,Britt I",15,12,80.0%,2.334,1,1,2,,1,1,1,2,,1,,1,3,,1,
L&S,Spanish, 103,014,"Valerio,Maria F",16,12,75.0%,1.778,2,,,1,1,,2,1,,2,,3,3,,,
L&S,Spanish, 103,015,"Johnson,Alicia",15,10,66.7%,2.334,,3,,1,1,2,,,1,,1,1,5,,,
L&S,Spanish, 103,Course Total,Course Total,233,193,82.8%,2.367,15,20,19,29,9,26,19,14,8,8,2,21,28,,2,1
L&S,Spanish, 104,001,"Figueroa Aceituno,Arnulfo",15,15,100.0%,2.712,3,2,1,,3,1,3,1,,,,1,,,,
L&S,Spanish, 104,002,"Figueroa Aceituno,Arnulfo",17,13,76.5%,2.889,3,2,1,1,1,2,,,,1,1,,3,,,1
L&S,Spanish, 104,003,"Oceguera Hernandez,Saul Ivan",17,17,100.0%,2.275,2,,1,3,2,1,2,2,1,2,,1,,,,
L&S,Spanish, 104,004,"Munoz,Blanca Guadalupe",16,16,100.0%,2.293,1,1,,2,3,1,4,2,1,,,1,,,,
L&S,Spanish, 104,005,"Munoz,Blanca Guadalupe",17,16,94.1%,2.290,,1,1,1,4,2,2,3,,,,1,1,,,1
L&S,Spanish, 104,006,"Baeza,Ignacio Andres",15,12,80.0%,2.000,,2,3,,1,,2,,,,,4,2,,,
L&S,Spanish, 104,007,"Baeza,Ignacio Andres",16,13,81.3%,2.028,,1,2,2,,1,,2,1,1,,2,,,1,
L&S,Spanish, 104,Course Total,Course Total,113,102,90.3%,2.357,9,9,9,9,14,8,13,10,3,4,1,10,6,,1,2
L&S,Spanish, 203,001,"Garcia Mendez,Belen",15,14,93.3%,2.857,2,,2,4,2,,4,,,,,,,,,
L&S,Spanish, 203,002,"Bzeniuk,Daria",15,15,100.0%,2.911,2,3,2,1,2,2,1,1,1,,,,,,,
